4000380552;BA174900981
92.000000;53.972946
91.800000;53.978555
91.600000;53.975270
91.400000;53.970612
91.200000;53.973580
91.000000;53.970939
90.800000;53.968552
90.600000;53.970157
90.400000;53.970432
90.200000;53.974330
90.000000;53.966376
89.800000;53.977942
89.600000;53.961179
89.400000;53.976685
89.200000;53.964485
89.000000;53.971995
88.800000;53.969714
88.600000;53.976030
88.400000;53.980826
88.200000;53.974636
88.000000;53.969988
87.800000;53.976231
87.600000;53.978375
87.400000;53.970347
87.200000;53.975153
87.000000;53.973157
86.800000;53.968161
86.600000;53.976727
86.400000;53.971932
86.200000;53.973506
86.000000;53.976770
85.800000;53.973379
85.600000;53.979030
85.400000;53.978333
85.200000;53.979104
85.000000;53.975724
84.800000;53.971530
84.600000;53.982167
84.400000;53.968985
84.200000;53.979505
84.000000;53.976886
83.800000;53.979516
83.600000;53.969386
83.400000;0.000433
83.200000;0.000102
83.000000;0.000053
82.800000;0.000034
82.600000;0.000025
82.400000;0.000019
82.200000;0.000016
82.000000;0.000011
82.200000;0.000010
82.400000;0.000009
82.600000;0.000009
82.800000;0.000008
83.000000;0.000008
83.200000;0.000007
83.400000;0.000007
83.600000;0.000007
83.800000;0.000008
84.000000;0.000008
84.200000;0.000008
84.400000;0.000008
84.600000;0.000007
84.800000;0.000007
85.000000;0.000007
85.200000;0.000007
85.400000;0.000007
85.600000;0.000007
85.800000;0.000007
86.000000;0.000007
86.200000;0.000007
86.400000;0.000007
86.600000;0.000007
86.800000;0.000007
87.000000;0.000007
87.200000;0.000007
87.400000;0.000007
87.600000;0.000007
87.800000;0.000007
88.000000;0.000007
88.200000;0.000007
88.400000;0.000007
88.600000;0.000007
88.800000;0.000007
89.000000;0.000006
89.200000;0.000006
89.400000;0.000006
89.600000;0.000006
89.800000;0.000007
90.000000;53.978005
90.200000;53.977857
90.400000;53.971594
90.600000;53.978681
90.800000;53.974182
91.000000;53.977086
91.200000;53.974594
91.400000;53.972175
91.600000;53.980319
91.800000;53.973347
282.000000;53.976453
282.200000;53.975143
282.400000;53.980076
282.600000;53.981998
282.800000;53.974657
283.000000;53.977530
283.200000;53.976252
283.400000;53.977002
283.600000;53.977688
283.800000;53.986075
284.000000;53.983424
