400.000000	52.872931	17.091000
400.000000	52.856073	17.174000
400.000000	52.839690	17.274000
400.000000	52.823498	17.373000
400.000000	52.805013	17.490000
400.000000	52.789233	17.589000
400.000000	52.777772	17.672000
400.000000	52.765741	17.772000
400.000000	52.768541	17.871000
400.000000	52.757260	17.987000
400.000000	52.289915	18.087000
400.000000	52.251594	18.170000
400.000000	52.245763	18.270000
400.000000	52.239458	18.386000
400.000000	52.218987	18.485000
400.000000	52.219082	18.585000
400.000000	52.217751	18.668000
400.000000	52.222557	18.784000
400.000000	52.236173	18.884000
400.000000	52.245711	18.983000
260.000000	52.778850	17.091000
260.000000	52.762140	17.174000
260.000000	52.745535	17.274000
260.000000	52.728762	17.373000
260.000000	52.708925	17.490000
260.000000	52.694761	17.589000
260.000000	52.681388	17.672000
260.000000	52.698859	17.772000
260.000000	52.695437	17.871000
260.000000	52.674047	17.987000
260.000000	52.076128	18.087000
260.000000	52.036581	18.170000
260.000000	51.995831	18.270000
260.000000	51.983029	18.386000
260.000000	51.971822	18.485000
260.000000	51.950306	18.585000
260.000000	51.945415	18.668000
260.000000	51.962252	18.784000
260.000000	52.030127	18.884000
260.000000	51.938127	18.983000
